route_id,day_of_week,hour,weather,is_holiday,is_weekend,capacity,passenger_count,max_segment_pax,min_segment_pax,rush_level
Tenali-Guntur,Thursday,13,Sunny,0,0,55,27,22,9,Medium
Guntur-Amaravati,Sunday,19,Rainy,0,1,60,48,60,21,High
Tenali-Vijayawada,Saturday,22,Foggy,0,1,60,19,16,4,Low
Guntur-Amaravati,Monday,9,Rainy,0,0,60,60,60,26,High
Tenali-Bapatla,Tuesday,14,Sunny,0,0,45,16,14,5,Low
Guntur-Sattenapalli,Sunday,20,Cloudy,0,1,50,23,26,11,Medium
Guntur-Nallapadu,Sunday,13,Sunny,0,1,48,13,10,3,Low
Tenali-Vijayawada,Tuesday,11,Sunny,0,0,60,31,27,9,Medium
Guntur-Brodipet,Monday,16,Sunny,1,0,52,34,28,10,Medium
Guntur-Tenali,Thursday,18,Rainy,0,0,55,55,55,19,High
Guntur-Amaravati,Saturday,10,Sunny,0,1,60,32,44,13,Medium
Guntur-Ponnur,Monday,8,Cloudy,1,0,45,45,45,18,High
Guntur-Narasaraopet,Thursday,12,Rainy,0,0,55,29,28,8,Medium
Tenali-Bapatla,Tuesday,11,Sunny,0,0,45,20,16,7,Medium
Tenali-Repalle,Tuesday,14,Cloudy,0,0,42,19,15,5,Medium
Tenali-Chirala,Monday,17,Sunny,0,0,48,34,48,11,Medium
Tenali-Ongole,Monday,11,Sunny,0,0,50,18,14,5,Low
Guntur-Brodipet,Thursday,14,Cloudy,0,0,52,18,14,5,Low
Tenali-Vijayawada,Saturday,13,Rainy,1,1,60,33,27,8,Medium
Tenali-Guntur,Wednesday,21,Rainy,1,0,55,41,30,12,Medium
Guntur-Ponnur,Monday,17,Rainy,0,0,45,45,45,21,High
Tenali-Chirala,Saturday,11,Rainy,0,1,48,14,14,4,Low
Guntur-Amaravati,Saturday,17,Sunny,0,1,60,36,51,13,Medium
Tenali-Bapatla,Monday,23,Foggy,0,0,45,23,18,9,Medium
Tenali-Repalle,Tuesday,13,Sunny,0,0,42,18,17,4,Medium
Tenali-Repalle,Tuesday,9,Sunny,0,0,42,31,42,14,Medium
Tenali-Repalle,Saturday,17,Cloudy,0,1,42,21,30,8,Medium
Guntur-Sattenapalli,Sunday,21,Sunny,0,1,50,11,8,2,Low
Guntur-Brodipet,Friday,23,Rainy,0,0,52,27,25,8,Medium
Guntur-Narasaraopet,Saturday,13,Cloudy,0,1,55,18,18,5,Low
Guntur-Tenali,Tuesday,7,Rainy,0,0,55,54,55,22,High
Guntur-Mangalagiri,Thursday,7,Sunny,0,0,52,38,52,16,Medium
Tenali-Repalle,Saturday,21,Cloudy,0,1,42,13,12,4,Low
Guntur-Narasaraopet,Sunday,16,Sunny,0,1,55,16,14,4,Low
Guntur-Mangalagiri,Tuesday,9,Foggy,0,0,52,50,52,20,High
Guntur-Brodipet,Saturday,9,Sunny,0,1,52,22,31,9,Medium
Tenali-Vijayawada,Wednesday,7,Rainy,0,0,60,60,60,21,High
Guntur-Tenali,Monday,20,Foggy,1,0,55,55,55,25,High
Guntur-Narasaraopet,Monday,13,Foggy,0,0,55,25,21,8,Medium
Tenali-Ongole,Tuesday,9,Sunny,1,0,50,43,50,15,High
Guntur-Brodipet,Tuesday,13,Sunny,0,0,52,25,19,7,Medium
Guntur-Narasaraopet,Saturday,6,Sunny,0,1,55,18,16,4,Low
Guntur-Mangalagiri,Wednesday,23,Sunny,0,0,52,23,21,7,Medium
Guntur-Sattenapalli,Wednesday,18,Sunny,0,0,50,41,50,17,High
Tenali-Chirala,Tuesday,9,Sunny,0,0,48,41,48,17,High
Guntur-Tenali,Tuesday,21,Cloudy,1,0,55,32,27,8,Medium
Guntur-Tenali,Sunday,18,Sunny,0,1,55,22,31,9,Medium
Guntur-Sattenapalli,Monday,17,Sunny,0,0,50,42,48,17,High
Guntur-Amaravati,Monday,9,Cloudy,0,0,60,52,60,21,High
Guntur-Sattenapalli,Saturday,11,Sunny,0,1,50,15,13,4,Low
Tenali-Ongole,Friday,9,Cloudy,0,0,50,45,47,21,High
Guntur-Nallapadu,Sunday,7,Sunny,0,1,48,20,29,9,Medium
Tenali-Chirala,Friday,15,Sunny,0,0,48,21,16,6,Medium
Guntur-Brodipet,Friday,17,Sunny,1,0,52,52,52,25,High
Guntur-Mangalagiri,Monday,21,Cloudy,0,0,52,20,19,6,Low
Guntur-Tenali,Wednesday,12,Sunny,0,0,55,21,17,7,Low
Guntur-Nallapadu,Wednesday,9,Sunny,0,0,48,34,40,14,Medium
Guntur-Amaravati,Wednesday,13,Sunny,0,0,60,34,33,9,Medium
Tenali-Chirala,Friday,11,Rainy,0,0,48,22,23,5,Medium
Tenali-Ongole,Tuesday,21,Rainy,0,0,50,27,21,8,Medium
Guntur-Ponnur,Monday,11,Cloudy,0,0,45,21,21,5,Medium
Guntur-Mangalagiri,Monday,21,Sunny,0,0,52,21,17,6,Medium
Tenali-Chirala,Thursday,17,Rainy,0,0,48,47,48,21,High
Guntur-Ponnur,Saturday,16,Sunny,0,1,45,11,10,2,Low
Guntur-Mangalagiri,Monday,5,Sunny,0,0,52,19,16,5,Low
Tenali-Bapatla,Monday,10,Sunny,0,0,45,33,34,16,Medium
Tenali-Bapatla,Sunday,21,Sunny,0,1,45,12,9,4,Low
Guntur-Mangalagiri,Friday,8,Rainy,0,0,52,52,52,19,High
Guntur-Mangalagiri,Sunday,6,Cloudy,0,1,52,15,11,3,Low
Guntur-Tenali,Saturday,15,Cloudy,0,1,55,13,13,3,Low
Tenali-Guntur,Sunday,5,Sunny,1,1,55,19,16,7,Low
Guntur-Amaravati,Friday,13,Rainy,0,0,60,46,46,13,High
Guntur-Narasaraopet,Thursday,12,Cloudy,0,0,55,24,18,7,Medium
Guntur-Amaravati,Sunday,5,Sunny,0,1,60,22,19,5,Low
Guntur-Ponnur,Monday,12,Sunny,0,0,45,16,14,5,Low
Guntur-Mangalagiri,Saturday,7,Rainy,0,1,52,30,43,14,Medium
Guntur-Brodipet,Sunday,13,Sunny,0,1,52,15,15,4,Low
Tenali-Bapatla,Wednesday,18,Rainy,0,0,45,45,45,26,High
Guntur-Mangalagiri,Thursday,22,Sunny,0,0,52,23,20,7,Medium
Guntur-Nallapadu,Sunday,9,Sunny,0,1,48,24,34,8,Medium
Tenali-Repalle,Wednesday,5,Sunny,0,0,42,19,16,5,Medium
Tenali-Guntur,Monday,19,Sunny,0,0,55,36,37,18,Medium
Guntur-Nallapadu,Tuesday,20,Cloudy,0,0,48,36,48,17,High
Tenali-Vijayawada,Wednesday,22,Rainy,0,0,60,33,33,9,Medium
Guntur-Sattenapalli,Wednesday,5,Sunny,0,0,50,30,27,8,Medium
Guntur-Mangalagiri,Saturday,7,Sunny,1,1,52,29,42,11,Medium
Guntur-Narasaraopet,Thursday,7,Sunny,0,0,55,40,55,17,Medium
Tenali-Repalle,Thursday,21,Cloudy,0,0,42,17,15,4,Medium
Guntur-Tenali,Sunday,9,Cloudy,0,1,55,28,32,11,Medium
Tenali-Vijayawada,Tuesday,17,Rainy,0,0,60,60,60,26,High
Guntur-Mangalagiri,Thursday,6,Rainy,0,0,52,23,22,7,Medium
Tenali-Bapatla,Friday,22,Sunny,0,0,45,19,14,6,Medium
Tenali-Guntur,Wednesday,5,Sunny,0,0,55,27,20,8,Medium
Guntur-Amaravati,Friday,21,Sunny,0,0,60,26,21,7,Medium
Guntur-Amaravati,Thursday,7,Sunny,0,0,60,51,60,19,High
Guntur-Sattenapalli,Monday,10,Sunny,0,0,50,42,47,14,High
Tenali-Guntur,Wednesday,20,Sunny,0,0,55,44,53,23,High
Tenali-Vijayawada,Thursday,12,Sunny,0,0,60,25,21,7,Medium
Guntur-Amaravati,Saturday,16,Sunny,0,1,60,21,18,5,Low
Tenali-Chirala,Sunday,8,Cloudy,1,1,48,34,48,15,Medium
Guntur-Narasaraopet,Friday,23,Sunny,0,0,55,24,22,7,Medium
Tenali-Chirala,Sunday,9,Cloudy,0,1,48,26,37,9,Medium
Guntur-Tenali,Wednesday,6,Rainy,0,0,55,33,31,8,Medium
Tenali-Repalle,Tuesday,17,Rainy,0,0,42,37,42,17,High
Tenali-Guntur,Saturday,8,Cloudy,0,1,55,26,26,15,Medium
Guntur-Narasaraopet,Saturday,12,Sunny,0,1,55,16,15,4,Low
Tenali-Chirala,Thursday,7,Sunny,0,0,48,39,48,14,High
Guntur-Mangalagiri,Monday,13,Cloudy,0,0,52,22,18,5,Medium
Guntur-Brodipet,Friday,5,Cloudy,0,0,52,19,16,5,Low
Guntur-Sattenapalli,Friday,16,Rainy,1,0,50,42,36,10,High
Guntur-Sattenapalli,Thursday,15,Sunny,0,0,50,24,23,7,Medium
Tenali-Ongole,Monday,14,Sunny,0,0,50,20,17,5,Medium
Guntur-Tenali,Tuesday,5,Sunny,0,0,55,26,26,8,Medium
Tenali-Repalle,Wednesday,9,Cloudy,0,0,42,42,42,15,High
Guntur-Nallapadu,Tuesday,22,Cloudy,0,0,48,17,12,4,Low
Guntur-Tenali,Tuesday,15,Rainy,0,0,55,32,27,8,Medium
Guntur-Mangalagiri,Sunday,23,Foggy,0,1,52,12,11,3,Low
Tenali-Chirala,Wednesday,16,Cloudy,0,0,48,23,18,5,Medium
Tenali-Guntur,Monday,19,Rainy,0,0,55,54,55,30,High
Tenali-Repalle,Sunday,17,Foggy,0,1,42,22,32,8,Medium
Tenali-Chirala,Saturday,19,Sunny,0,1,48,20,24,7,Medium
Tenali-Chirala,Saturday,15,Sunny,0,1,48,14,11,4,Low
Guntur-Mangalagiri,Saturday,21,Sunny,0,1,52,12,11,3,Low
Guntur-Narasaraopet,Saturday,22,Cloudy,0,1,55,21,17,6,Low
Guntur-Sattenapalli,Sunday,8,Foggy,1,1,50,41,50,16,High
Tenali-Repalle,Wednesday,20,Sunny,0,0,42,38,42,17,High
Tenali-Vijayawada,Saturday,17,Sunny,0,1,60,33,38,13,Medium
Guntur-Narasaraopet,Wednesday,7,Rainy,0,0,55,55,55,22,High
Tenali-Bapatla,Tuesday,21,Sunny,1,0,45,25,18,7,Medium
Guntur-Amaravati,Saturday,5,Cloudy,0,1,60,20,17,6,Low
Guntur-Narasaraopet,Saturday,6,Sunny,0,1,55,20,15,6,Low
Guntur-Tenali,Tuesday,22,Sunny,0,0,55,20,16,5,Low
Guntur-Ponnur,Thursday,13,Rainy,0,0,45,23,19,6,Medium
Guntur-Amaravati,Thursday,8,Cloudy,0,0,60,60,60,25,High
Tenali-Bapatla,Friday,6,Rainy,0,0,45,28,24,9,Medium
Guntur-Tenali,Monday,15,Rainy,0,0,55,34,34,8,Medium
Guntur-Narasaraopet,Saturday,13,Rainy,0,1,55,26,24,8,Medium
Guntur-Mangalagiri,Sunday,15,Cloudy,1,1,52,18,17,5,Low
Guntur-Sattenapalli,Monday,5,Cloudy,0,0,50,22,20,6,Medium
Guntur-Nallapadu,Friday,15,Foggy,0,0,48,18,19,5,Low
Tenali-Chirala,Tuesday,5,Foggy,0,0,48,20,19,5,Medium
Guntur-Sattenapalli,Friday,22,Foggy,1,0,50,35,25,8,Medium
Tenali-Repalle,Monday,15,Sunny,1,0,42,26,27,6,Medium
Guntur-Ponnur,Friday,9,Sunny,0,0,45,35,45,14,High
Guntur-Brodipet,Wednesday,9,Rainy,0,0,52,52,52,21,High
Guntur-Nallapadu,Sunday,22,Cloudy,1,1,48,17,14,5,Low
Guntur-Amaravati,Monday,15,Sunny,0,0,60,27,22,7,Medium
Tenali-Ongole,Thursday,10,Sunny,0,0,50,34,37,16,Medium
Tenali-Chirala,Friday,12,Cloudy,1,0,48,27,25,6,Medium
Guntur-Sattenapalli,Wednesday,21,Rainy,0,0,50,39,32,10,High
Guntur-Mangalagiri,Monday,12,Cloudy,0,0,52,25,26,7,Medium
Guntur-Narasaraopet,Thursday,5,Rainy,0,0,55,33,26,8,Medium
Guntur-Ponnur,Friday,12,Sunny,0,0,45,18,17,5,Medium
Guntur-Narasaraopet,Tuesday,8,Sunny,0,0,55,38,43,16,Medium
Guntur-Sattenapalli,Thursday,15,Sunny,0,0,50,19,14,4,Low
Tenali-Vijayawada,Monday,5,Rainy,0,0,60,34,25,11,Medium
Tenali-Vijayawada,Saturday,16,Sunny,0,1,60,21,20,5,Low
Guntur-Nallapadu,Monday,10,Rainy,0,0,48,48,48,16,High
Tenali-Repalle,Monday,10,Foggy,0,0,42,41,42,17,High
Guntur-Nallapadu,Tuesday,9,Sunny,1,0,48,48,48,18,High
Tenali-Guntur,Friday,14,Sunny,0,0,55,25,18,8,Medium
Guntur-Tenali,Thursday,13,Sunny,0,0,55,21,22,6,Low
Guntur-Mangalagiri,Wednesday,13,Sunny,1,0,52,31,31,8,Medium
Tenali-Chirala,Sunday,19,Rainy,0,1,48,24,32,10,Medium
Guntur-Brodipet,Friday,21,Sunny,0,0,52,22,19,7,Medium
Tenali-Vijayawada,Sunday,20,Cloudy,0,1,60,32,42,11,Medium
Guntur-Sattenapalli,Thursday,11,Rainy,0,0,50,26,20,7,Medium
Guntur-Brodipet,Tuesday,20,Cloudy,0,0,52,36,52,13,Medium
Guntur-Mangalagiri,Thursday,7,Sunny,1,0,52,50,52,24,High
Tenali-Repalle,Tuesday,19,Sunny,0,0,42,31,42,13,Medium
Tenali-Chirala,Wednesday,6,Sunny,0,0,48,18,16,5,Low
Guntur-Narasaraopet,Monday,12,Sunny,0,0,55,25,25,7,Medium
Guntur-Narasaraopet,Monday,20,Rainy,0,0,55,47,55,22,High
Guntur-Brodipet,Tuesday,17,Sunny,0,0,52,40,52,19,High
Tenali-Bapatla,Friday,22,Cloudy,0,0,45,20,18,7,Medium
Guntur-Mangalagiri,Thursday,22,Sunny,0,0,52,20,18,6,Low
Tenali-Repalle,Friday,12,Sunny,0,0,42,18,16,4,Medium
Tenali-Vijayawada,Friday,19,Sunny,0,0,60,51,60,19,High
Guntur-Sattenapalli,Tuesday,19,Rainy,1,0,50,50,50,19,High
Guntur-Sattenapalli,Wednesday,13,Sunny,0,0,50,30,30,8,Medium
Guntur-Nallapadu,Tuesday,13,Foggy,0,0,48,23,18,7,Medium
Guntur-Amaravati,Monday,11,Sunny,0,0,60,36,31,9,Medium
Tenali-Repalle,Monday,9,Sunny,0,0,42,30,37,10,Medium
Guntur-Brodipet,Monday,8,Cloudy,0,0,52,38,45,15,Medium
Guntur-Brodipet,Friday,20,Cloudy,0,0,52,35,50,17,Medium
Tenali-Guntur,Saturday,17,Cloudy,0,1,55,26,27,13,Medium
Guntur-Tenali,Wednesday,14,Sunny,0,0,55,19,20,5,Low
Guntur-Narasaraopet,Saturday,18,Sunny,0,1,55,37,53,14,Medium
Guntur-Ponnur,Saturday,8,Cloudy,0,1,45,18,21,8,Medium
Guntur-Mangalagiri,Monday,18,Sunny,0,0,52,38,48,16,Medium
Guntur-Amaravati,Friday,5,Foggy,0,0,60,38,34,11,Medium
Guntur-Nallapadu,Saturday,13,Rainy,0,1,48,16,12,3,Low
Guntur-Tenali,Saturday,8,Sunny,0,1,55,23,25,9,Medium
Guntur-Mangalagiri,Saturday,19,Sunny,0,1,52,25,28,11,Medium
Guntur-Ponnur,Sunday,8,Cloudy,0,1,45,25,27,11,Medium
Guntur-Amaravati,Monday,14,Rainy,0,0,60,39,34,9,Medium
Tenali-Repalle,Saturday,13,Sunny,0,1,42,16,14,4,Low
Guntur-Narasaraopet,Sunday,11,Sunny,0,1,55,15,14,3,Low
Tenali-Chirala,Friday,13,Cloudy,0,0,48,21,18,5,Medium
Tenali-Vijayawada,Wednesday,21,Cloudy,0,0,60,32,31,8,Medium
Guntur-Brodipet,Monday,15,Rainy,0,0,52,30,25,10,Medium
Tenali-Bapatla,Thursday,22,Sunny,0,0,45,16,10,6,Low
Guntur-Amaravati,Wednesday,17,Sunny,0,0,60,60,60,26,High
Guntur-Nallapadu,Sunday,8,Sunny,0,1,48,25,34,12,Medium
Tenali-Chirala,Wednesday,6,Rainy,0,0,48,22,19,6,Medium
Guntur-Ponnur,Saturday,15,Rainy,0,1,45,16,12,4,Low
Guntur-Narasaraopet,Tuesday,14,Sunny,0,0,55,21,19,6,Low
Guntur-Narasaraopet,Monday,13,Sunny,0,0,55,19,18,5,Low
Tenali-Repalle,Friday,18,Sunny,0,0,42,36,42,15,High
Tenali-Guntur,Tuesday,14,Sunny,0,0,55,23,15,8,Medium
Guntur-Amaravati,Friday,15,Sunny,0,0,60,27,22,6,Medium
Guntur-Nallapadu,Tuesday,21,Cloudy,1,0,48,25,21,6,Medium
Guntur-Mangalagiri,Tuesday,23,Sunny,0,0,52,23,17,6,Medium
Tenali-Vijayawada,Monday,19,Rainy,1,0,60,60,60,22,High
Guntur-Tenali,Monday,21,Sunny,0,0,55,27,25,9,Medium
Guntur-Amaravati,Tuesday,16,Rainy,0,0,60,40,34,10,Medium
Guntur-Sattenapalli,Friday,11,Sunny,1,0,50,27,25,7,Medium
Tenali-Bapatla,Tuesday,16,Sunny,0,0,45,19,15,6,Medium
Tenali-Vijayawada,Thursday,18,Sunny,1,0,60,60,60,22,High
Guntur-Narasaraopet,Friday,22,Sunny,1,0,55,26,25,8,Medium
Guntur-Ponnur,Sunday,8,Rainy,0,1,45,28,33,13,Medium
Guntur-Amaravati,Saturday,19,Sunny,0,1,60,33,47,12,Medium
Tenali-Bapatla,Saturday,19,Cloudy,1,1,45,24,29,11,Medium
Tenali-Ongole,Tuesday,19,Sunny,0,0,50,42,50,15,High
Guntur-Tenali,Tuesday,23,Sunny,0,0,55,21,20,6,Low
Guntur-Ponnur,Friday,21,Cloudy,0,0,45,17,13,4,Low
Tenali-Vijayawada,Wednesday,18,Cloudy,0,0,60,57,60,22,High
Guntur-Ponnur,Thursday,8,Rainy,0,0,45,45,45,19,High
Tenali-Vijayawada,Thursday,12,Cloudy,0,0,60,24,18,6,Medium
Guntur-Ponnur,Sunday,13,Rainy,0,1,45,12,12,3,Low
Tenali-Repalle,Wednesday,23,Rainy,0,0,42,26,22,6,Medium
Guntur-Narasaraopet,Wednesday,20,Cloudy,0,0,55,55,55,22,High
Tenali-Chirala,Tuesday,22,Sunny,1,0,48,25,24,7,Medium
Guntur-Narasaraopet,Friday,16,Sunny,0,0,55,21,20,6,Low
Guntur-Brodipet,Thursday,6,Cloudy,0,0,52,23,22,5,Medium
Guntur-Ponnur,Sunday,6,Sunny,0,1,45,13,13,4,Low
Guntur-Tenali,Thursday,13,Cloudy,0,0,55,23,18,5,Medium
Guntur-Tenali,Monday,23,Sunny,0,0,55,19,18,5,Low
Guntur-Mangalagiri,Wednesday,11,Sunny,0,0,52,22,21,7,Medium
Guntur-Ponnur,Wednesday,13,Rainy,1,0,45,37,33,10,High
Guntur-Tenali,Tuesday,13,Rainy,0,0,55,32,28,9,Medium
Guntur-Ponnur,Tuesday,5,Sunny,0,0,45,20,17,5,Medium
Tenali-Ongole,Saturday,18,Cloudy,0,1,50,20,27,7,Medium
Guntur-Tenali,Wednesday,6,Rainy,0,0,55,24,19,8,Medium
Tenali-Chirala,Thursday,21,Sunny,0,0,48,22,16,5,Medium
Guntur-Mangalagiri,Monday,8,Rainy,0,0,52,45,46,20,High
Guntur-Narasaraopet,Monday,21,Sunny,0,0,55,21,16,7,Low
Guntur-Nallapadu,Sunday,13,Cloudy,0,1,48,13,13,3,Low
Tenali-Repalle,Friday,15,Sunny,0,0,42,20,16,6,Medium
Tenali-Vijayawada,Tuesday,7,Sunny,0,0,60,60,60,25,High
Guntur-Amaravati,Friday,10,Sunny,0,0,60,60,60,27,High
Tenali-Repalle,Monday,14,Foggy,0,0,42,22,22,5,Medium
Guntur-Tenali,Monday,22,Rainy,0,0,55,24,17,6,Medium
Guntur-Brodipet,Thursday,20,Rainy,0,0,52,52,52,23,High
Tenali-Ongole,Thursday,16,Sunny,0,0,50,20,20,6,Medium
Guntur-Brodipet,Thursday,14,Sunny,0,0,52,21,15,6,Medium
Guntur-Sattenapalli,Tuesday,8,Cloudy,1,0,50,50,50,19,High
Guntur-Brodipet,Thursday,7,Cloudy,0,0,52,45,52,20,High
Guntur-Amaravati,Monday,14,Rainy,0,0,60,37,37,12,Medium
Guntur-Nallapadu,Sunday,8,Rainy,0,1,48,31,43,11,Medium
Tenali-Bapatla,Wednesday,8,Sunny,0,0,45,34,35,15,High
Tenali-Ongole,Monday,10,Sunny,0,0,50,41,48,16,High
Guntur-Narasaraopet,Sunday,20,Cloudy,0,1,55,31,42,14,Medium
Guntur-Nallapadu,Saturday,7,Foggy,0,1,48,28,34,12,Medium
Tenali-Chirala,Friday,6,Sunny,0,0,48,17,15,4,Low
Guntur-Brodipet,Sunday,6,Rainy,0,1,52,20,15,6,Low
Guntur-Ponnur,Thursday,17,Sunny,0,0,45,37,42,18,High
Tenali-Guntur,Saturday,14,Cloudy,0,1,55,13,11,3,Low
Tenali-Repalle,Tuesday,21,Sunny,0,0,42,19,15,4,Medium
Guntur-Amaravati,Tuesday,7,Cloudy,0,0,60,60,60,24,High
Tenali-Bapatla,Thursday,9,Cloudy,0,0,45,34,37,15,High
Tenali-Ongole,Sunday,10,Sunny,0,1,50,25,31,11,Medium
Guntur-Nallapadu,Thursday,22,Sunny,0,0,48,21,18,5,Medium
Tenali-Chirala,Friday,11,Cloudy,1,0,48,26,20,6,Medium
Tenali-Ongole,Thursday,16,Cloudy,0,0,50,20,21,6,Medium
Guntur-Mangalagiri,Tuesday,8,Sunny,1,0,52,52,52,23,High
Tenali-Repalle,Thursday,8,Cloudy,0,0,42,37,42,15,High
Guntur-Narasaraopet,Monday,11,Sunny,0,0,55,19,16,4,Low
Tenali-Vijayawada,Wednesday,20,Sunny,0,0,60,60,60,25,High
Guntur-Nallapadu,Friday,6,Sunny,0,0,48,17,17,5,Low
Tenali-Repalle,Tuesday,18,Sunny,0,0,42,33,42,11,High
Guntur-Sattenapalli,Friday,15,Rainy,0,0,50,25,21,7,Medium
Guntur-Nallapadu,Thursday,20,Sunny,0,0,48,31,34,14,Medium
Tenali-Vijayawada,Thursday,18,Cloudy,1,0,60,60,60,21,High
Guntur-Amaravati,Sunday,23,Sunny,0,1,60,19,14,6,Low
Tenali-Vijayawada,Tuesday,8,Cloudy,0,0,60,56,60,25,High
Guntur-Nallapadu,Monday,18,Sunny,1,0,48,48,48,21,High
Tenali-Chirala,Saturday,10,Sunny,0,1,48,26,36,10,Medium
Guntur-Brodipet,Tuesday,6,Rainy,0,0,52,29,26,7,Medium
Tenali-Bapatla,Monday,16,Cloudy,0,0,45,16,13,6,Low
Guntur-Narasaraopet,Thursday,6,Cloudy,0,0,55,19,19,4,Low
Guntur-Amaravati,Thursday,8,Sunny,1,0,60,60,60,21,High
Guntur-Narasaraopet,Monday,8,Cloudy,0,0,55,43,55,16,High
Guntur-Narasaraopet,Saturday,11,Sunny,0,1,55,20,17,4,Low
Tenali-Ongole,Monday,20,Cloudy,0,0,50,37,46,17,Medium
Tenali-Repalle,Saturday,16,Cloudy,1,1,42,16,13,4,Low
Guntur-Narasaraopet,Wednesday,13,Cloudy,0,0,55,32,27,7,Medium
Guntur-Tenali,Tuesday,19,Rainy,0,0,55,55,55,19,High
Tenali-Ongole,Tuesday,23,Sunny,0,0,50,20,15,4,Medium
Guntur-Nallapadu,Tuesday,12,Rainy,0,0,48,28,21,7,Medium
Guntur-Nallapadu,Friday,6,Rainy,0,0,48,25,19,7,Medium
Tenali-Vijayawada,Monday,23,Sunny,0,0,60,33,27,9,Medium
Guntur-Brodipet,Thursday,8,Sunny,0,0,52,35,45,17,Medium
Tenali-Repalle,Wednesday,13,Sunny,0,0,42,21,20,6,Medium
Guntur-Amaravati,Tuesday,8,Sunny,1,0,60,60,60,24,High
Guntur-Narasaraopet,Monday,15,Sunny,0,0,55,21,18,5,Low
Guntur-Sattenapalli,Saturday,14,Foggy,0,1,50,17,14,4,Low
Tenali-Chirala,Sunday,21,Sunny,0,1,48,11,10,3,Low
Tenali-Ongole,Monday,12,Sunny,0,0,50,20,19,5,Medium
Guntur-Nallapadu,Saturday,23,Sunny,0,1,48,10,10,2,Low
Tenali-Repalle,Wednesday,10,Rainy,0,0,42,42,42,15,High
Guntur-Ponnur,Saturday,23,Sunny,0,1,45,10,7,3,Low
Tenali-Guntur,Friday,20,Sunny,0,0,55,44,51,22,High
Tenali-Ongole,Saturday,7,Sunny,0,1,50,24,35,9,Medium
Guntur-Brodipet,Thursday,17,Sunny,0,0,52,38,52,17,Medium
Tenali-Bapatla,Sunday,22,Sunny,0,1,45,13,10,4,Low
Guntur-Ponnur,Thursday,22,Sunny,0,0,45,18,16,4,Medium
Guntur-Sattenapalli,Tuesday,22,Sunny,0,0,50,21,16,6,Medium
Tenali-Vijayawada,Wednesday,19,Sunny,0,0,60,60,60,27,High
Tenali-Repalle,Saturday,16,Rainy,0,1,42,16,13,4,Low
Tenali-Bapatla,Monday,9,Cloudy,1,0,45,45,45,23,High
Tenali-Ongole,Friday,17,Sunny,0,0,50,35,45,14,Medium
Guntur-Narasaraopet,Friday,19,Rainy,0,0,55,45,55,18,High
Guntur-Amaravati,Thursday,17,Rainy,0,0,60,60,60,22,High
Guntur-Brodipet,Friday,8,Cloudy,1,0,52,52,52,20,High
Guntur-Mangalagiri,Saturday,23,Sunny,0,1,52,15,15,4,Low
Guntur-Amaravati,Thursday,12,Foggy,0,0,60,30,26,8,Medium
Tenali-Chirala,Monday,22,Cloudy,0,0,48,20,19,5,Medium
Tenali-Guntur,Monday,11,Sunny,0,0,55,26,18,8,Medium
Tenali-Ongole,Tuesday,8,Rainy,0,0,50,41,49,17,High
Guntur-Nallapadu,Saturday,8,Cloudy,0,1,48,21,22,9,Medium
Guntur-Nallapadu,Wednesday,5,Sunny,1,0,48,30,30,9,Medium
Tenali-Chirala,Friday,14,Sunny,0,0,48,18,15,4,Low
Tenali-Chirala,Tuesday,18,Sunny,0,0,48,39,48,18,High
Guntur-Tenali,Friday,17,Rainy,0,0,55,55,55,19,High
Tenali-Vijayawada,Wednesday,9,Sunny,0,0,60,57,60,20,High
Guntur-Amaravati,Friday,9,Cloudy,1,0,60,60,60,26,High
Tenali-Repalle,Saturday,21,Foggy,0,1,42,14,11,4,Low
Tenali-Ongole,Thursday,21,Sunny,0,0,50,24,22,6,Medium
Guntur-Nallapadu,Saturday,20,Sunny,0,1,48,21,25,8,Medium
Guntur-Ponnur,Thursday,18,Sunny,0,0,45,30,36,12,Medium
Guntur-Narasaraopet,Saturday,7,Sunny,0,1,55,35,42,15,Medium
Tenali-Ongole,Monday,8,Sunny,0,0,50,44,50,18,High
Guntur-Tenali,Monday,17,Sunny,0,0,55,45,55,18,High
Tenali-Guntur,Monday,20,Sunny,0,0,55,48,51,28,High
Guntur-Narasaraopet,Sunday,12,Sunny,0,1,55,12,11,3,Low
Guntur-Sattenapalli,Sunday,6,Sunny,0,1,50,13,12,3,Low
Guntur-Mangalagiri,Friday,11,Sunny,0,0,52,19,14,5,Low
Guntur-Tenali,Sunday,11,Rainy,0,1,55,15,15,3,Low
Guntur-Tenali,Friday,5,Sunny,0,0,55,24,20,7,Medium
Guntur-Mangalagiri,Friday,16,Rainy,0,0,52,28,26,8,Medium
Guntur-Mangalagiri,Monday,11,Sunny,0,0,52,18,16,6,Low
Tenali-Guntur,Thursday,11,Sunny,0,0,55,23,20,8,Medium
Tenali-Ongole,Tuesday,20,Rainy,0,0,50,48,50,19,High
Tenali-Bapatla,Saturday,10,Foggy,0,1,45,26,33,12,Medium
Guntur-Tenali,Sunday,12,Cloudy,0,1,55,16,15,4,Low
Tenali-Vijayawada,Thursday,22,Sunny,1,0,60,35,34,8,Medium
Tenali-Ongole,Thursday,23,Sunny,1,0,50,29,30,7,Medium
Guntur-Narasaraopet,Sunday,5,Sunny,0,1,55,13,10,3,Low
Guntur-Nallapadu,Friday,14,Rainy,0,0,48,25,22,7,Medium
